"Processor_Number","Vertical_Segment","nb_of_Cores","Price_USD","Launch_Year","Turbo_Frequency_GHz","Cache_MB","TDP_W","Max_Memory_GB","Predicted_Price_USD"
"B720","Mobile",1,NA,2012,1.7,1.5,35,16,45.0633163890416
"","Mobile",1,NA,NA,0.4,128,13.8,22.4466183574879,35.4203831544768
"T3500","Mobile",2,NA,2010,2.1,1,35,22.4466183574879,97.895268299038
"T1600","Mobile",2,NA,2008,1.66,1,35,22.4466183574879,76.8858506100245
"E1200","Desktop",2,NA,2008,1.6,512,65,39.4661935483871,331.286065599819
"560","Mobile",1,NA,2008,2.13,1,31,22.4466183574879,56.2620928126894
"215","Mobile",1,NA,NA,1.33,512,27,22.4466183574879,153.704587405306
"","Mobile",1,NA,2004,1.6,256,30,22.4466183574879,155.552989441694
"","Desktop",1,NA,NA,0.4,128,23.7,39.4661935483871,36.8542070824819
"","Mobile",1,NA,NA,1.2,256,24.4,22.4466183574879,119.119866548806
"","Desktop",1,NA,NA,1.8,128,66.1,39.4661935483871,149.866766263056
"","Desktop",1,NA,NA,1.1,256,28.9,39.4661935483871,119.35100106585
"440","Mobile",1,NA,2006,1.86,1,27,22.4466183574879,49.8969846028662
"340","Mobile",1,NA,NA,1.5,512,24.5,22.4466183574879,176.29005393192
"320","Desktop",1,NA,2004,2.4,256,73,39.4661935483871,233.883230606246
"887","Mobile",2,NA,2012,1.5,2,17,16,84.1808066640682
"P4600","Mobile",2,NA,2010,2,2,35,8,88.8589504907654
"","Mobile",1,NA,NA,0.366,128,13.1,22.4466183574879,32.5655287582151
"T3300","Mobile",2,NA,2010,2,1,35,22.4466183574879,93.1087558736168
"900","Mobile",1,NA,2009,2.2,1,35,22.4466183574879,57.1895586606206
"743","Mobile",1,NA,2009,1.3,1,10,22.4466183574879,39.6465900690652
"570","Mobile",1,NA,2008,2.26,1,31,22.4466183574879,59.7931256955762
"E1400","Desktop",2,NA,2008,2,512,65,39.4661935483871,416.652913752125
"440","Desktop",1,NA,2006,2,512,35,39.4661935483871,252.900266616547
"","Mobile",1,NA,2004,1.5,256,30,22.4466183574879,145.572701921766
"","Desktop",1,NA,2099,0.366,128,21.7,39.4661935483871,34.054309733248
"","Mobile",1,NA,NA,1.13,256,23.8,22.4466183574879,112.374537940938
"","Desktop",1,NA,2002,1.7,128,63.5,39.4661935483871,142.109489828356
"430","Mobile",1,NA,NA,1.73,1,27,22.4466183574879,46.3173123263722
"","Desktop",1,NA,NA,1.1,128,33,39.4661935483871,99.5167741796132
"330","Mobile",1,NA,NA,1.4,512,24.5,22.4466183574879,164.225944641235
"315J","Desktop",1,NA,2004,2.26,256,73,39.4661935483871,219.876833384079
"787","Mobile",1,NA,2011,1.3,1.5,17,16,37.8199730103161
"925","Mobile",1,NA,2011,2.3,1,35,22.4466183574879,59.8621124154371
"","Mobile",1,NA,NA,0.3,128,11.8,22.4466183574879,26.93626205119
"320","Desktop",1,NA,NA,2.4,256,84,39.4661935483871,229.363449202432
"575","Mobile",1,NA,2006,2,1,31,22.4466183574879,52.7369766795618
"530","Mobile",1,NA,2006,1.73,1,30,22.4466183574879,45.6437807519821
"","Desktop",1,NA,2007,1.83,1,27,39.4661935483871,55.0435709920713
"","Mobile",1,NA,NA,0.45,128,15.5,22.4466183574879,39.336522481566
"","Mobile",1,NA,2004,1.4,256,30,22.4466183574879,135.610682247062
"","Mobile",1,NA,NA,1.06,256,23.2,22.4466183574879,105.602548130192
"","Desktop",1,NA,NA,0.333,128,19.7,39.4661935483871,31.321802440881
"","Desktop",1,NA,NA,1,256,27.8,39.4661935483871,108.802733246664
"420","Mobile",1,NA,NA,1.6,1,27,22.4466183574879,42.7450260869452
"320","Mobile",1,NA,2003,1.3,512,24.5,22.4466183574879,152.185495712758
"315","Desktop",1,NA,2004,2.26,256,73,39.4661935483871,219.876833384079
"797","Mobile",1,NA,2012,1.4,1.5,17,16,40.8121730972847
"763","Mobile",1,NA,2011,1.4,1,10,22.4466183574879,42.7833064866129
"","Mobile",1,NA,NA,0.266,128,9.8,22.4466183574879,24.4273800214854
"U3400","Mobile",2,NA,2010,1.06,2,18,8,50.7641508015138
"SU2300","Mobile",2,NA,2009,1.2,1,10,22.4466183574879,65.5680518031775
"585","Mobile",1,NA,2008,2.16,1,31,22.4466183574879,57.0764341061208
"220","Desktop",1,NA,2007,1.2,512,19,39.4661935483871,162.890391643169
"","Desktop",1,NA,2006,1.66,1,27,39.4661935483871,49.7967294995175
"420","Desktop",1,NA,2007,1.6,512,35,39.4661935483871,201.084239546167
"520","Mobile",1,NA,2007,1.6,1,30,22.4466183574879,42.1234415590085
"","Mobile",1,NA,2002,1.2,256,20.8,22.4466183574879,121.793125431004
"","Mobile",1,NA,NA,1,256,22,22.4466183574879,100.202929067827
"","Desktop",1,NA,2099,0.3,128,17.8,39.4661935483871,28.5366490818489
"","Desktop",1,NA,NA,1,128,29,39.4661935483871,91.8689631576271
"410","Mobile",1,NA,NA,1.46,1,27,22.4466183574879,38.9068809841667
"310","Mobile",1,NA,NA,1.2,512,24.5,22.4466183574879,140.170478697841
"310","Desktop",1,NA,2005,2.13,256,73,39.4661935483871,206.892191423445
"3106","Server",8,NA,2017,1.7,11,85,768,810.868852860563
"4108","Server",8,NA,2017,3,11,85,768,1453.43899794127
"4110","Server",8,NA,2017,3,11,85,768,1453.43899794127
"4112","Server",4,NA,2017,3,8.25,85,768,756.413876914113
"4114","Server",10,NA,2017,3,13.75,85,768,1849.53631577498
"4116","Server",12,NA,2017,3,16.5,85,768,2252.06673846398
"4116T","Server",12,NA,2017,3,16.5,85,768,2252.06673846398
"5119T","Server",14,NA,2017,3.2,19.25,85,768,2842.39510551203
"5120","Server",14,NA,2017,3.2,19.25,105,768,2760.10408135542
"5122","Server",4,NA,2017,3.7,16.5,105,768,1072.7572056798
"6128","Server",6,NA,2017,3.7,19.25,115,768,1546.96229465333
"6130","Server",16,NA,2017,3.7,22,125,768,3612.55386296276
"6134","Server",8,NA,2017,3.7,24.75,130,768,2057.28270952423
"6138","Server",20,NA,2017,3.7,27.5,125,768,4597.06225834514
"6140","Server",18,NA,2017,3.7,24.75,140,768,4038.47968255861
"6142","Server",16,NA,2017,3.7,22,150,768,3522.13202351851
"6148","Server",20,NA,2017,3.7,27.5,150,768,4481.99827834447
"6152","Server",22,NA,2017,3.7,30.25,140,768,5015.83227974904
"8160","Server",24,NA,2017,3.7,33,150,768,5457.45393503291
"8164","Server",26,NA,2017,3.7,35.75,150,768,5950.23770600101
"8170","Server",26,NA,2017,3.7,35.75,165,768,5871.9104262665
"8176F","Server",28,NA,2017,3.8,38.5,173,768,6495.02888503969
"i7-5775C","Desktop",4,NA,2015,3.7,6,65,32,473.147409164102
"i3-7167U","Mobile",2,NA,2017,2.8,3,28,32,188.954791066924
"i3-7130U","Mobile",2,NA,2017,2.7,3,15,32,198.525719559951
"i3-7300T","Desktop",2,NA,2017,3.5,4,35,64,283.901944152123
"i3-7300","Desktop",2,NA,2017,4,4,51,64,309.044383144434
"i3-7320","Desktop",2,NA,2017,4.1,4,51,64,316.985362131092
"i3-7350K","Desktop",2,NA,2017,4.2,4,60,64,317.672066492366
"i7-6560U","Mobile",2,NA,2015,3.2,4,15,32,252.966730371896
"i7-6567U","Mobile",2,NA,2015,3.6,4,28,32,261.778372572647
"i7-6700","Desktop",4,NA,2015,4,8,65,64,631.6802202404
"i7-6700K","Desktop",4,NA,2015,4.2,8,91,64,633.799704018125
"i7-6785R","Desktop",4,NA,2016,3.9,8,65,64,615.460166603608
"i5-6400","Desktop",4,NA,2015,3.3,6,65,64,484.420816893517
"i5-6402P","Desktop",4,NA,2015,3.4,6,65,64,499.509561104857
"i5-6500","Desktop",4,NA,2015,3.6,6,65,64,529.723290862186
"i5-6585R","Desktop",4,NA,2016,3.6,6,65,64,529.723290862186
"i5-6600K","Desktop",4,NA,2015,3.9,6,91,64,548.844544583467
"i5-6685R","Desktop",4,NA,2016,3.8,6,65,64,559.983173567689
"i5-6600","Desktop",4,NA,2015,3.9,6,65,64,575.129673233378
"i3-6320","Desktop",2,NA,2015,3.9,4,51,64,301.108854517553
"i3-6300T","Desktop",2,NA,2015,3.3,4,35,64,267.246805168157
"i3-6300","Desktop",2,NA,2015,3.8,4,51,64,293.178912147087
